"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Amenities/0/Free Wi-Fi","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Free Wi-Fi","additionalInfo/Amenities/1/Free breakfast","additionalInfo/Amenities/1/Restaurant","additionalInfo/Children/0/Discounts for kids","additionalInfo/Children/0/Good for kids","additionalInfo/Children/1/Family discount","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/1/Paid parking lot","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/2/Credit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Planning/0/Getting tickets in advance recommended","additionalInfo/Service options/0/In-store pickup","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Online appointments","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/2/Same-day delivery","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categoryName","checkInDate","checkOutDate","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","hotelStars","imageUrl","imagesCount","isAdvertisement","kgmid","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,"true","true",,,"true",,,,"false",,"true",,,,,,,,,,,,"true",,,,,"Kornish Al Nile, Luxor City, Luxor, Luxor Governorate 1362503, Egypt","Tourist attraction","Museum","Archaeological museum",,,,"Tourist attraction",,,"13534179982872645668","Luxor","false","EG","Museum of Ancient Egyptian artifacts, from everyday items to artwork, sculpture & mummies.","0x144915c41edadf61:0xbbd310fcbd539024",,,"https://lh5.googleusercontent.com/p/AF1QipMMdhCIW44i3ZXM92Y9Zp9LXze7lcE4h2N1RQc-=w408-h306-k-no","31947","false","/m/05w11p",,"25.7076132","32.6445491","Luxor City","Monday","9 AM to 2 PM, 5 to 8 PM","Tuesday","9 AM to 2 PM, 5 to 8 PM","Wednesday","9 AM to 2 PM, 5 to 8 PM","Thursday","9 AM to 2 PM, 5 to 8 PM","Friday","9 AM to 2 PM, 5 to 8 PM","Saturday","9 AM to 2 PM, 5 to 8 PM","Sunday","9 AM to 2 PM, 5 to 8 PM","false",,,"ChIJYd_aHsQVSRQRJJBTvfwQ07s",,,"11","7024",,,,,,"2025-02-19T16:23:00.543Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Kornish Al Nile","متحف الأقصر","false","Luxor Museum","4.6","https://www.google.com/maps/search/?api=1&query=Luxor%20Museum&query_place_id=ChIJYd_aHsQVSRQRJJBTvfwQ07s","https://xn-----elcfjbpafma2eemczf0p.xn--p1ai/"
"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"PM95+F45, Luxor City, Luxor, Luxor Governorate, Egypt","Historical landmark","Tourist attraction",,,,,"Historical landmark",,,"9277873889232066414","Luxor","true","EG","Famed area at Karnak temple featuring 134 massive sandstone columns, many with intricate carvings.","0x14491591a769fc35:0x80c1a1255e8c976e",,,"https://lh5.googleusercontent.com/p/AF1QipO67SKOMUxMrnoUqGp8U8Qd4EkuOIkml87PPQ8g=w408-h306-k-no","2408","false","/m/0bxgc7",,"25.7186326","32.6578563","Luxor City","Monday","8 AM to 5 PM","Tuesday","8 AM to 5 PM","Wednesday","8 AM to 5 PM","Thursday","8 AM to 5 PM","Friday","8 AM to 5 PM","Saturday","8 AM to 5 PM","Sunday","8 AM to 5 PM","false","+20 95 2380270","+20952380270","ChIJNfxpp5EVSRQRbpeMXiWhwYA",,,"12","191",,,,,,"2025-02-19T16:23:00.544Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate","PM95+F45",,"false","Hypostyle Hall","4.9","https://www.google.com/maps/search/?api=1&query=Hypostyle%20Hall&query_place_id=ChIJNfxpp5EVSRQRbpeMXiWhwYA",
"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"MJXR+G79, شارع Mabad Al Karnak, Luxor City, Luxor, Luxor Governorate 1362410, Egypt","Historical landmark",,,,,,"Historical landmark",,,"11094624774099652072","Luxor","true","EG",,"0x144915712dc58853:0x99f8067340754de8",,,"https://lh5.googleusercontent.com/p/AF1QipMSGVBprhuxPHPN2Y69lAdARg_twHi7kEd0jA2C=w408-h306-k-no","59","false","/g/11k4nm8wmy",,"25.6990264","32.6408553","Luxor City",,,,,,,,,,,,,,,"false",,,"ChIJU4jFLXEVSRQR6E11QHMG-Jk","1362410",,"13","11",,,,,,"2025-02-19T16:23:00.544Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate","MJXR+G79, شارع Mabad Al Karnak",,"false","ميدان أبوالحجاج","4.7","https://www.google.com/maps/search/?api=1&query=%D9%85%D9%8A%D8%AF%D8%A7%D9%86%20%D8%A3%D8%A8%D9%88%D8%A7%D9%84%D8%AD%D8%AC%D8%A7%D8%AC&query_place_id=ChIJU4jFLXEVSRQR6E11QHMG-Jk",
,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,"MJXP+H98, Luxor City, Luxor, Luxor Governorate 1362404, Egypt","Tourist attraction",,,,,,"Tourist attraction",,,"8149688101041211730","Luxor","true","EG",,"0x144915449d1195e5:0x7119822624ca0952",,,"https://lh5.googleusercontent.com/p/AF1QipNphyWiCTcsCyLv4u3ldqOaEA7XOZPgudkndgye=w408-h306-k-no","461","false","/g/11sk10gw03",,"25.6989213","32.6359385","Luxor City",,,,,,,,,,,,,,,"false",,,"ChIJ5ZURnUQVSRQRUgnKJCaCGXE",,,"15","35",,,,,,"2025-02-19T16:23:00.544Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate","MJXP+H98",,"false","River Nile","4.8","https://www.google.com/maps/search/?api=1&query=River%20Nile&query_place_id=ChIJ5ZURnUQVSRQRUgnKJCaCGXE",
"true",,,"true",,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,"Mabad Al Oksor, Luxor City, Luxor, Luxor Governorate 1362501, Egypt","Tourist attraction",,,,,,"Tourist attraction",,,"12307590212173200920","Luxor","false","EG",,"0x144915a2cd9ffca7:0xaacd5816eda87e18",,,"https://lh5.googleusercontent.com/p/AF1QipM2PcH1AFveZL6mnCT89Mjj3wixzBrDGjkA29-i=w532-h240-k-no","1118","false","/g/11nyl71rx1",,"25.700508","32.6407155","Luxor City","Monday","6 AM to 8 PM","Tuesday","6 AM to 8 PM","Wednesday","6 AM to 8 PM","Thursday","6 AM to 8 PM","Friday","6 AM to 8 PM","Saturday","6 AM to 8 PM","Sunday","6 AM to 8 PM","false",,,"ChIJp_yfzaIVSRQRGH6o7RZYzao",,,"17","536",,,,,,"2025-02-19T16:23:00.544Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Mabad Al Oksor",,"false","Luxor Temple Ticket Office","4.7","https://www.google.com/maps/search/?api=1&query=Luxor%20Temple%20Ticket%20Office&query_place_id=ChIJp_yfzaIVSRQRGH6o7RZYzao","https://ru.egy.guide/"
"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"PJ2Q+4WG, Luxor City, Luxor, Luxor Governorate 1362501, Egypt","Historical landmark",,,,,,"Historical landmark",,,"7890716259937641715","Luxor","true","EG",,"0x144915ce10628ec5:0x6d8174a1b0fb64f3",,,"https://lh5.googleusercontent.com/p/AF1QipNRuUemct82WthdbN0U30t4vofT-HeyNfs551rp=w426-h240-k-no","320","false","/g/11gdlg5877",,"25.7003122","32.6398159","Luxor City",,,,,,,,,,,,,,,"false",,,"ChIJxY5iEM4VSRQR82T7sKF0gW0",,,"18","20",,,,,,"2025-02-19T16:23:00.544Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate","PJ2Q+4WG",,"false","Remaining Luxor Obelisk","4.6","https://www.google.com/maps/search/?api=1&query=Remaining%20Luxor%20Obelisk&query_place_id=ChIJxY5iEM4VSRQR82T7sKF0gW0",
"true",,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Edfo, Luxor Governorate 1341711, Egypt","Historical place","Place of worship","Tourist attraction",,,,"Historical place",,,"9387027522164931787","Edfo","false","EG","Complex including scenes from Ramesses II's great Battle of Qadesh & his campaign against Dapur.","0x14491616aa45846d:0x82456bcbfb74bccb",,,"https://lh5.googleusercontent.com/p/AF1QipP1IdqG9J-oegVHgshK3nsLNFbo15wo3j_KU4nB=w408-h306-k-no","6726","false","/m/02fjjj",,"25.7279952","32.6104602",,"Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false",,,"ChIJbYRFqhYWSRQRy7x0-8trRYI",,,"19","794",,,,,,"2025-02-19T16:23:00.544Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate",,"الرامسيوم","false","Ramesseum","4.7","https://www.google.com/maps/search/?api=1&query=Ramesseum&query_place_id=ChIJbYRFqhYWSRQRy7x0-8trRYI",
,"true",,,,,,,,,,,,"true",,"true",,,,,,,,,,"true",,,,,"Al Bairat, Al Qarna, Luxor Governorate 1341703, Egypt","Historical landmark","Tourist attraction",,,,,"Historical landmark",,,"529042674779155003","Al Qarna","true","EG","Pair of huge Egyptian statue figures, the only remains of the ancient temple of King Amenhotep III.","0x1449166b7c9f0809:0x75789827d3bea3b",,,"https://lh5.googleusercontent.com/p/AF1QipNs1LHyPRSHxQoT7qjt_zU4rr6DGGzH2bIwHFeY=w408-h244-k-no","14993","false","/m/02fxpl",,"25.7203984","32.6104276","Al Bairat",,,,,,,,,,,,,,,"false",,,"ChIJCQiffGsWSRQRO-o7fYKJVwc",,,"20","8841",,,,,,"2025-02-19T16:23:00.544Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.709835595960936,32.67294454939172,16z?hl=en","historical places in luxor egypt","Luxor Governorate",,"تمثالا ممنون","false","Colossi of Memnon","4.6","https://www.google.com/maps/search/?api=1&query=Colossi%20of%20Memnon&query_place_id=ChIJCQiffGsWSRQRO-o7fYKJVwc",
,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,"Rawda El sharifa of TV stluxor Luxor and Aswan, 85951, Egypt","Tour agency","Balloon ride tour agency","Cruise agency","Historical place museum","Tourist attraction","Transportation service","Tour agency",,,"9838748806787071102","Luxor","false","EG",,"0x14491525504fc617:0x888a41e96ed77c7e",,,"https://lh5.googleusercontent.com/p/AF1QipPwJdFxWeANdmEWlnNQ9OfKLtjR4orFRDLiV9cd=w408-h306-k-no","43","false","/g/11tdfycl76",,"25.6872448","32.6395854","Gazirat Al Awameyah","Monday","6 AM to 10 PM","Tuesday","6 AM to 10 PM","Wednesday","6 AM to 10 PM","Thursday","6 AM to 10 PM","Friday","6 AM to 10 PM","Saturday","6 AM to 10 PM","Sunday","6 AM to 10 PM","false","+20 11 14584908","+201114584908","ChIJF8ZPUCUVSRQRfnzXbulBiog","85951",,"7","12",,,,,,"2025-02-19T16:23:12.554Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Rawda El sharifa of TV stluxor Luxor and Aswan",,"false","Bliss travel Egypt","5","https://www.google.com/maps/search/?api=1&query=Bliss%20travel%20Egypt&query_place_id=ChIJF8ZPUCUVSRQRfnzXbulBiog",
"true",,,"true","true",,,"true",,,,"false",,"true",,,,,,,,,,,,"true",,,,,"ش Kornish Al Nile, Luxor City, Luxor, Luxor Governorate 1362501, Egypt","Archaeological museum","Heritage museum","Tourist attraction",,,,"Archaeological museum",,,"7028338094282718820","Luxor","true","EG","Compact attraction with information on ancient mummification, plus some specimens & artifacts.","0x144915c82f8983a9:0x6189ac424f113e64",,,"https://lh5.googleusercontent.com/p/AF1QipOq0x-0046tPkSQQzus3QZ3dDux5-oJbtZGy6MV=w408-h306-k-no","4115","false","/m/03pth1",,"25.7023166","32.6398497","Luxor City","Monday","9 AM to 2 PM, 5 to 10 PM","Tuesday","9 AM to 2 PM, 5 to 10 PM","Wednesday","9 AM to 2 PM, 5 to 10 PM","Thursday","9 AM to 2 PM, 5 to 10 PM","Friday","9 AM to 2 PM, 5 to 10 PM","Saturday","9 AM to 2 PM, 5 to 10 PM","Sunday","9 AM to 2 PM, 5 to 10 PM","false",,,"ChIJqYOJL8gVSRQRZD4RT0KsiWE",,,"8","977",,,,,,"2025-02-19T16:23:12.554Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","ش Kornish Al Nile","متحف التحنيط","false","Mummification Museum","4.3","https://www.google.com/maps/search/?api=1&query=Mummification%20Museum&query_place_id=ChIJqYOJL8gVSRQRZD4RT0KsiWE","https://egymonuments.gov.eg/en/museums/mummification-museum"
"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"MJXQ+WWR معبد, Luxor City, Luxor, Luxor Governorate 1362501, Egypt","Mosque","Tourist attraction",,,,,"Mosque",,,"4127208843971164033","Luxor","true","EG","Mosque built above the ruins of a historic 1300s Luxor temple complex.","0x144915d20755d635:0x3946ca93a2c07781",,,"https://lh5.googleusercontent.com/p/AF1QipN5TTH9u41YuNv4nCZjCs_o4l6KjlPrG8f4JS2l=w408-h271-k-no","2403","false","/m/08g2k8",,"25.6998692","32.6397745","Luxor City","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false",,,"ChIJNdZVB9IVSRQRgXfAopPKRjk",,,"9","1657",,,,,,"2025-02-19T16:23:12.554Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","MJXQ+WWR معبد","مسجد سيدي ابو الحجاج الأقصري","false","Abu Haggag Mosque","4.7","https://www.google.com/maps/search/?api=1&query=Abu%20Haggag%20Mosque&query_place_id=ChIJNdZVB9IVSRQRgXfAopPKRjk","https://al-ain.com/article/aboalhajaj-mosque"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Khaled Ibn Al Walid, Luxor, Egypt","Balloon ride tour agency","Open air museum","Sightseeing tour agency","Tour agency","Tourist attraction",,"Balloon ride tour agency",,,"7021251751807292412","Luxor","false","EG",,"0x1449142893475d79:0x61707f44a11013fc",,,"https://lh5.googleusercontent.com/p/AF1QipPgC4oaxze4v87FbsbYG6V-Ia7NGVgcAaUyMfEc=w408-h408-k-no","986","false","/g/12hlll39x",,"25.68801","32.6323989","Gazirat Al Awameyah","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+20 10 05688439","+201005688439","ChIJeV1HkygUSRQR_BMQoUR_cGE",,,"13","320",,,,,,"2025-02-19T16:23:12.555Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Khaled Ibn Al Walid",,"false","Magic Horizon Balloons, Luxor","4.5","https://www.google.com/maps/search/?api=1&query=Magic%20Horizon%20Balloons%2C%20Luxor&query_place_id=ChIJeV1HkygUSRQR_BMQoUR_cGE","https://visitluxorinhotairballoon.com/"
,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,"Corniche el Nile street At the Old Winter Palace hotel, Luxor Governorate 85951, Egypt","Art gallery","Antique store","Store",,,,"Art gallery",,,"13143074363299883359","Luxor","false","EG",,"0x144915476839623b:0xb665947f9908695f",,,"https://lh5.googleusercontent.com/p/AF1QipPp92vGijqYHL-aMRmqmIU1SMRs-iAjiYc6-kUI=w408-h306-k-no","114","false","/g/11h51jnxy6",,"25.69649","32.6367831","Luxor City","Monday","9 AM to 11 PM","Tuesday","9 AM to 11 PM","Wednesday","9 AM to 11 PM","Thursday","9 AM to 11 PM","Friday","9 AM to 11 PM","Saturday","9 AM to 11 PM","Sunday","9 AM to 11 PM","false","+20 10 91247625","+201091247625","ChIJO2I5aEcVSRQRX2kImX-UZbY","85951",,"15","183",,,,,,"2025-02-19T16:23:12.555Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Corniche el Nile street At the Old Winter Palace hotel",,"false","Nobles Art Gallery","5","https://www.google.com/maps/search/?api=1&query=Nobles%20Art%20Gallery&query_place_id=ChIJO2I5aEcVSRQRX2kImX-UZbY","https://www.noblesartgallery.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gazirat Al Awameyah, Luxor, Luxor Governorate 1362243, Egypt","Hindu temple",,,,,,"Hindu temple",,,"14942412692558793043","Luxor","true","EG",,"0x14491431db110169:0xcf5e1d2cf3414953",,,"https://lh5.googleusercontent.com/p/AF1QipN6egnOHrlCjFasWhIM9sCFJ3e5B-YT5bUjU764=w408-h278-k-no","102","false","/g/12m95v6f3",,"25.687243","32.639635","Gazirat Al Awameyah",,,,,,,,,,,,,,,"false","+20 10 05037411","+201005037411","ChIJaQER2zEUSRQRU0lB8ywdXs8",,,"16","26",,,,,,"2025-02-19T16:23:12.555Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate",,,"false","Luxor city - Egypt","4.6","https://www.google.com/maps/search/?api=1&query=Luxor%20city%20-%20Egypt&query_place_id=ChIJaQER2zEUSRQRU0lB8ywdXs8",
"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MJXR+JFC مدرسة البنات, Luxor City, Luxor, Luxor Governorate 1362510, Egypt","Market",,,,,,"Market",,,"18675412265130309","Luxor","true","EG",,"0x144915cda2ea16d9:0x4259304218d945",,,"https://lh5.googleusercontent.com/p/AF1QipM3PYF06HmcYp8ZQZYwnaBRZ0WaUVvrAo9opmmE=w426-h240-k-no","358","false","/g/11cj_4l2h8",,"25.6990611","32.6411281","Luxor City","Monday","8 AM to 12 AM","Tuesday","8 AM to 12 AM","Wednesday","8 AM to 12 AM","Thursday","8 AM to 12 AM","Friday","1 PM to 12 AM","Saturday","8 AM to 12 AM","Sunday","8 AM to 12 AM","false","+20 96 4420475","+20964420475","ChIJ2Rbqos0VSRQRRdkYQjBZQgA",,,"30","449","218","102","38","75","16","2025-02-19T16:23:15.863Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","MJXR+JFC مدرسة البنات","السوق","false","El - Souk","4","https://www.google.com/maps/search/?api=1&query=El%20-%20Souk&query_place_id=ChIJ2Rbqos0VSRQRRdkYQjBZQgA",
,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,"true",,"Ramlah Village West Bank, Kornish Al Nile, Al Aqaletah, Al Qarna, Luxor Governorate 1345122, Egypt","Horseback riding service","Tour operator",,,,,"Horseback riding service",,,"6953491101657842771","Al Qarna","false","EG",,"0x14491723696004f5:0x607fc350d727c453",,,"https://lh5.googleusercontent.com/p/AF1QipMV5hd-IsmUAgBeRipf_IBsHctD4L513cHDUkq5=w408-h408-k-no","773","false","/g/11mc76jbvs",,"25.6957149","32.6282564","Al Aqaletah","Monday","7 AM to 6 PM","Tuesday","7 AM to 6 PM","Wednesday","7 AM to 6 PM","Thursday","7 AM to 6 PM","Friday","7 AM to 6 PM","Saturday","7 AM to 6 PM","Sunday","7 AM to 6 PM","false","+20 10 23980432","+201023980432","ChIJ9QRgaSMXSRQRU8Qn11DDf2A",,,"34","115","115","0","0","0","0","2025-02-19T16:23:15.863Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Ramlah Village West Bank, Kornish Al Nile",,"false","Horses & Hieroglyphs","5","https://www.google.com/maps/search/?api=1&query=Horses%20%26%20Hieroglyphs&query_place_id=ChIJ9QRgaSMXSRQRU8Qn11DDf2A","https://www.horsesandhieroglyphs.com/"
,,"true",,,,"true",,,,,,"true",,"true",,,,,,"true",,,,,,,,,,"Luxor Temple st, Luxor City, Luxor, Luxor Governorate 1362410, Egypt","Sightseeing tour agency","Archaeological museum","Career guidance service","Tour agency","Tour operator",,"Sightseeing tour agency",,,"9488297231831564960","Luxor","false","EG",,"0x1449156f2726f129:0x83ad340faaa482a0",,,"https://lh5.googleusercontent.com/p/AF1QipNPz78S51VVr_OBHFbacCcNUQ_9VJMFNOpdrgrE=w533-h240-k-no","100","false","/g/11pv309k8t",,"25.6988239","32.6409077","Luxor City",,,,,,,,,,,,,,,"false","+20 10 65000155","+201065000155","ChIJKfEmJ28VSRQRoIKkqg80rYM",,,"35","33","33","0","0","0","0","2025-02-19T16:23:15.863Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Luxor Temple st",,"false","Luxor Tour guide","5","https://www.google.com/maps/search/?api=1&query=Luxor%20Tour%20guide&query_place_id=ChIJKfEmJ28VSRQRoIKkqg80rYM","http://www.luxortourguide.com/"
,,,,,,,,"true","true",,,,,,,,"true","true","true",,,"true",,,,,"true",,,"Kornish Al Nile, Luxor City, Luxor, Luxor Governorate 1362404, Egypt","Gift shop",,,,,,"Gift shop",,,"1748510777483871681","Luxor","false","EG",,"0x144915d2f4218a5b:0x1843f549c1de45c1",,,"https://lh5.googleusercontent.com/p/AF1QipNEnxXml5FkEqOpIr0zRHZAI7s5TiMFoXT6AKCB=w426-h240-k-no","34","false","/g/1232tp6fc",,"25.697015","32.6371408","Luxor City","Monday","9:30 AM to 9:30 PM","Tuesday","9:30 AM to 9:30 PM","Wednesday","9:30 AM to 9:30 PM","Thursday","9:30 AM to 9:30 PM","Friday","10 AM to 9:30 PM","Saturday","9:30 AM to 9:30 PM","Sunday","10 AM to 9:30 PM","false","+20 95 2372142","+20952372142","ChIJW4oh9NIVSRQRwUXewUn1Qxg",,,"36","44","39","4","0","1","0","2025-02-19T16:23:15.863Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","Kornish Al Nile",,"false","Gaddis & Co.","4.9","https://www.google.com/maps/search/?api=1&query=Gaddis%20%26%20Co.&query_place_id=ChIJW4oh9NIVSRQRwUXewUn1Qxg",
"true",,,"true",,,,,,,,,,,,,,,,,,,,"true",,,"true",,,"true","MJWW+RFW, El-Souk, Luxor City, قسم, Luxor Governorate 1364202, Egypt","Fruit and vegetable store",,,,,,"Fruit and vegetable store",,,"10024225537126552061","قسم","false","EG",,"0x144915cbdff6c397:0x8b1d3403f0d3d1fd",,,"https://lh5.googleusercontent.com/p/AF1QipMs6RgGIubWSn47UjDt-X38konAYHiQ0V-v0QaO=w408-h306-k-no","364","false","/g/11bbw_y5gj",,"25.6978564","32.64615","Luxor City","Monday","8 AM to 12 AM","Tuesday","8 AM to 12 AM","Wednesday","8 AM to 12 AM","Thursday","8 AM to 12 AM","Friday","1 PM to 12 AM","Saturday","8 AM to 12 AM","Sunday","8 AM to 12 AM","false",,,"ChIJl8P238sVSRQR_dHT8AM0HYs",,,"37","1159","588","206","86","216","63","2025-02-19T16:23:15.864Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","MJWW+RFW, El-Souk","سوق الاقصر","false","Luxor Fruit and Vegetable Market","4","https://www.google.com/maps/search/?api=1&query=Luxor%20Fruit%20and%20Vegetable%20Market&query_place_id=ChIJl8P238sVSRQR_dHT8AM0HYs",
,,,,,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,"West bank gezirat albairat El Ramla, Luxor Governorate 85831, Egypt","Hotel","Bed & breakfast","Holiday home","Hostel",,,"Hotel","2025-06-11","2025-06-12","1562155919233911903","Al Qarna","false","EG",,"0x144915d4275db11b:0x15ade48829b60c5f",,,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7f/ab/2f/view-from-roof.jpg?w=1900&h=1400&s=1","505","false","/g/11dfgldbg3",,"25.7012756","32.6314896","Al Bairat",,,,,,,,,,,,,,,"false",,,"ChIJG7FdJ9QVSRQRXwy2KYjkrRU","85831",,"39","230","189","30","2","8","1","2025-02-19T16:23:15.864Z","https://www.google.com/maps/search/historical%20places%20in%20luxor%20egypt/@25.694356404039073,32.63859981686942,16z?hl=en","historical places in luxor egypt","Luxor Governorate","West bank gezirat albairat El Ramla",,"false","Luxor Palace apartments","4.8","https://www.google.com/maps/search/?api=1&query=Luxor%20Palace%20apartments&query_place_id=ChIJG7FdJ9QVSRQRXwy2KYjkrRU","https://luxorpalaceapartments.com/"
